<<<<<<< HEAD
脱帽 -4.4827064052 -5.19090290993
郑智带 -5.4827064052 -4.58884291861
雅戈尔 -4.40352515916 -5.66802416465
阶段 -3.64385731447 -4.41275165955
西北工业大学 -5.4827064052 -5.36699416899
东环 -5.00558515048 -5.66802416465
彭森 -5.18167640954 -5.66802416465
红五月 -4.16048711047 -5.66802416465
涉资 -4.63760836519 -5.66802416465
守望 -4.70455515482 -5.36699416899
涉赌 -5.4827064052 -5.36699416899
监狱 -5.4827064052 -4.58884291861
造船厂 -5.00558515048 -5.66802416465
中低收入 -5.18167640954 -5.66802416465
加剧 -3.60764514181 -5.66802416465
实况 -5.4827064052 -5.06596417333
实惠 -5.4827064052 -5.36699416899
时向 -4.63760836519 -5.66802416465
莫桑比克 -5.18167640954 -5.36699416899
舟车劳顿 -5.4827064052 -5.06596417333
恋上 -5.00558515048 -4.4919329056
体坛 -5.4827064052 -4.28781292294
茫茫 -5.4827064052 -5.06596417333
埃里 -5.4827064052 -5.36699416899
金志 -4.70455515482 -5.66802416465
马自达 -4.88064641388 -5.66802416465
勤勤恳恳 -5.4827064052 -4.66802416465
长空 -4.88064641388 -5.36699416899
丈夫 -5.4827064052 -5.06596417333
以不变应万变 -5.4827064052 -4.96905416032
六盘水 -5.4827064052 -5.36699416899
第九 -5.4827064052 -4.55408081235
认股证 -5.18167640954 -5.66802416465
无人能敌 -5.4827064052 -4.96905416032
瓜分 -5.18167640954 -4.88987291427
拓二 -5.18167640954 -5.66802416465
捷身先伤 -5.4827064052 -5.19090290993
紧张 -3.69737657019 -3.61494572117
胜地 -5.4827064052 -4.6266314795
飙京 -5.4827064052 -5.36699416899
研究所 -4.10249516349 -5.36699416899
象征 -4.88064641388 -4.96905416032
铸钢 -5.18167640954 -5.66802416465
培养 -4.88064641388 -4.41275165955
练有 -5.4827064052 -5.19090290993
莫文蔚 -5.4827064052 -5.36699416899
颁奖仪式 -5.4827064052 -4.08824056804
春季 -5.18167640954 -5.36699416899
千斤顶 -5.4827064052 -5.36699416899
基建 -4.30661514615 -5.36699416899
令人恼火 -5.4827064052 -5.19090290993
九寨沟 -5.18167640954 -5.66802416465
广三 -5.18167640954 -5.66802416465
律师 -4.40352515916 -5.06596417333
增长期 -5.18167640954 -5.66802416465
广东 -3.25225748383 -4.05524030793
决不能 -5.00558515048 -5.66802416465
吉时 -5.00558515048 -5.66802416465
亲情 -4.88064641388 -4.88987291427
大唐电信 -5.18167640954 -5.66802416465
老面孔 -5.4827064052 -5.19090290993
合理 -3.6501974925 -4.71378165522
思过 -5.4827064052 -4.25305081668
球荒 -5.4827064052 -5.06596417333
吉隆坡 -5.4827064052 -5.36699416899
首球 -5.4827064052 -4.20562616676
广丰 -5.00558515048 -5.66802416465
是因为 -4.88064641388 -5.36699416899
沃顿 -5.4827064052 -4.16287418633
独美 -5.4827064052 -5.36699416899
侨办 -4.70455515482 -5.66802416465
王建民 -5.4827064052 -5.36699416899
二十三 -5.18167640954 -5.66802416465
圆月 -5.4827064052 -4.3892705637
城市 -3.40352515916 -3.84194936195
讲座 -5.18167640954 -5.66802416465
深耕细作 -5.18167640954 -5.66802416465
自由泳 -5.4827064052 -4.88987291427
义赛 -5.4827064052 -4.06596417333
青年报 -5.4827064052 -4.13654524761
无知 -5.4827064052 -5.19090290993
高性价比 -5.18167640954 -5.66802416465
国际期货 -5.18167640954 -5.66802416465
吕征 -5.4827064052 -4.76493417766
断粮 -5.18167640954 -5.66802416465
必发 -5.4827064052 -4.17666247082
遮羞 -5.4827064052 -4.76493417766
期亚盘 -5.4827064052 -4.76493417766
刘闯 -5.4827064052 -4.88987291427
实反 -5.18167640954 -5.66802416465
仙股 -5.18167640954 -5.66802416465
悲哀 -5.4827064052 -5.36699416899
云海 -4.40352515916 -5.66802416465
国债 -3.77513622911 -5.66802416465
台富邦 -5.18167640954 -5.66802416465
贵精 -5.4827064052 -5.19090290993
引而不发 -4.78373640087 -5.66802416465
梧州 -5.18167640954 -5.66802416465
遇上 -5.00558515048 -4.71378165522
许可法 -5.18167640954 -5.66802416465
税后 -5.18167640954 -5.36699416899
军魂 -5.4827064052 -5.36699416899
第三点 -5.4827064052 -5.19090290993
房族 -4.70455515482 -5.66802416465
部长 -4.27858642255 -5.36699416899
入院 -5.4827064052 -5.36699416899
坐实 -5.4827064052 -5.19090290993
讯通 -4.88064641388 -5.66802416465
座无虚席 -5.4827064052 -5.06596417333
倍加 -5.4827064052 -5.19090290993
蒙蒂 -5.4827064052 -5.36699416899
升值 -3.34598583805 -5.36699416899
荷银 -4.40352515916 -5.66802416465
一倍 -4.52846389576 -5.19090290993
先拔头筹 -5.4827064052 -3.99592630672
曹仁超 -5.18167640954 -5.66802416465
凯勒 -5.4827064052 -5.36699416899
违禁 -5.4827064052 -5.06596417333
对账 -5.00558515048 -5.66802416465
三番 -5.4827064052 -5.06596417333
历数 -5.4827064052 -3.78721057237
分开 -4.88064641388 -5.66802416465
将力 -5.18167640954 -5.66802416465
夕阳 -5.4827064052 -4.96905416032
超标 -4.57961641821 -4.96905416032
肇俊哲 -5.4827064052 -4.76493417766
替身 -5.4827064052 -4.03455570907
抢跑 -5.18167640954 -3.60356617543
拓要 -4.78373640087 -5.66802416465
晋信 -4.52846389576 -5.66802416465
心疼 -5.4827064052 -5.06596417333
因素 -3.35560160684 -3.66802416465
买壳 -5.18167640954 -5.66802416465
身患 -5.4827064052 -5.19090290993
迷情 -5.4827064052 -5.36699416899
涉法 -5.00558515048 -5.66802416465
难能可贵 -5.4827064052 -5.19090290993
解疑 -5.4827064052 -4.96905416032
短波 -5.18167640954 -5.66802416465
阿昌 -4.78373640087 -5.66802416465
迷惘 -5.18167640954 -5.66802416465
存放 -4.88064641388 -5.66802416465
落叶归根 -5.4827064052 -5.19090290993
迷惑 -4.78373640087 -4.32560148383
破皮 -5.4827064052 -5.36699416899
鸟巢 -4.78373640087 -4.41275165955
上榜 -4.44131372005 -3.68575293161
高涨 -3.92640390444 -4.96905416032
清偿债务 -5.18167640954 -5.66802416465
律师函 -5.18167640954 -5.66802416465
深国商 -5.00558515048 -5.66802416465
冷战 -5.4827064052 -4.96905416032
服务行业 -5.18167640954 -5.66802416465
左倾 -5.4827064052 -4.96905416032
环境监测 -5.18167640954 -5.66802416465
前浪 -5.4827064052 -5.36699416899
掌印 -5.18167640954 -5.66802416465
过半 -4.2274339001 -4.82292612464
标准杆 -5.4827064052 -5.06596417333
评湖 -5.4827064052 -4.20562616676
恒丰 -4.2274339001 -5.66802416465
靠得住 -5.4827064052 -5.36699416899
内部矛盾 -5.4827064052 -5.19090290993
非对称 -5.18167640954 -5.66802416465
独家 -4.05134264105 -3.59247720326
心理压力 -5.00558515048 -5.66802416465
俘获 -5.4827064052 -5.06596417333
太平 -4.63760836519 -5.36699416899
国际航运 -4.88064641388 -5.66802416465
略作 -5.00558515048 -5.66802416465
新人王 -5.4827064052 -4.34580486992
行业协会 -5.18167640954 -5.66802416465
过卡 -5.4827064052 -5.36699416899
彩板 -5.00558515048 -5.66802416465
奋不顾身 -5.4827064052 -4.11172166389
掉头 -4.88064641388 -5.66802416465
言中 -5.4827064052 -5.19090290993
中星 -4.88064641388 -5.66802416465
廉希尔 -5.4827064052 -3.85511080801
举手投足 -5.4827064052 -5.36699416899
文明 -4.88064641388 -4.96905416032
谈及 -5.4827064052 -5.36699416899
有车族 -5.18167640954 -5.66802416465
洛邦特 -5.4827064052 -4.66802416465
心路历程 -5.00558515048 -5.36699416899
帕奎奥 -5.4827064052 -5.06596417333
佐尔 -5.4827064052 -5.36699416899
首要 -4.4827064052 -4.76493417766
陪同 -5.18167640954 -5.36699416899
杨瑞龙 -5.18167640954 -5.66802416465
战争 -4.52846389576 -4.71378165522
偷欢 -5.18167640954 -5.66802416465
福特车 -5.18167640954 -5.66802416465
沪市 -3.81994857352 -5.66802416465
莱科 -5.4827064052 -5.06596417333
分稳 -5.4827064052 -5.36699416899
肥皂剧 -5.4827064052 -5.36699416899
鲁抗 -4.70455515482 -5.66802416465
雨战 -5.4827064052 -4.96905416032
八强赛 -5.4827064052 -4.66802416465
事故隐患 -5.18167640954 -5.66802416465
三段 -5.4827064052 -5.06596417333
酷劲 -5.4827064052 -4.06596417333
戴帽子 -5.4827064052 -4.76493417766
权重股 -3.71185439356 -5.66802416465
萨瓦尔 -5.4827064052 -5.36699416899
一日游 -4.63760836519 -5.36699416899
高高挂 -5.00558515048 -5.66802416465
手软 -5.4827064052 -5.06596417333
温网 -5.4827064052 -2.75474026289
险再 -5.4827064052 -5.36699416899
高房价 -5.18167640954 -5.66802416465
上当 -5.18167640954 -5.66802416465
南美 -5.18167640954 -3.94374829505
累股 -4.88064641388 -5.66802416465
赴任 -5.18167640954 -5.66802416465
实验室 -5.18167640954 -5.66802416465
鲜花 -5.18167640954 -4.32560148383
兄弟俩 -5.4827064052 -5.19090290993
牵动 -4.63760836519 -4.82292612464
百分之五 -5.00558515048 -5.66802416465
校长 -5.18167640954 -5.36699416899
不够 -5.00558515048 -4.41275165955
京东 -5.18167640954 -5.66802416465
不多 -5.18167640954 -5.66802416465
谢人 -5.4827064052 -4.88987291427
指收阳 -5.18167640954 -5.66802416465
宓群 -5.00558515048 -5.66802416465
优劣势 -5.4827064052 -4.88987291427
为期 -5.4827064052 -4.88987291427
全军覆没 -4.70455515482 -4.82292612464
人行道 -5.18167640954 -5.36699416899
大空 -5.4827064052 -5.36699416899
打斗 -5.4827064052 -5.19090290993
不失 -5.00558515048 -4.09982244059
更具 -4.44131372005 -5.19090290993
证券 -2.41119260011 -5.66802416465
唯愿 -5.4827064052 -5.36699416899
生化 -3.88064641388 -5.66802416465
三分钟 -5.4827064052 -4.66802416465
不大 -4.78373640087 -5.36699416899
戴利 -5.4827064052 -4.32560148383
甲骨文 -5.18167640954 -5.66802416465
总经理 -3.97755642688 -4.08824056804
不活 -5.4827064052 -5.36699416899
活塞队 -5.4827064052 -5.19090290993
地毯式 -4.88064641388 -5.66802416465
嫡系 -5.4827064052 -4.82292612464
捉迷藏 -5.4827064052 -4.82292612464
将功补过 -5.4827064052 -5.06596417333
百平方公里 -5.18167640954 -5.66802416465
一点 -5.4827064052 -3.74374487859
领头羊 -4.78373640087 -3.95202082102
逝去 -5.18167640954 -5.36699416899
徒有其名 -5.4827064052 -5.36699416899
攻坚 -4.88064641388 -5.06596417333
在所难免 -4.57961641821 -5.19090290993
宋贞顺 -5.4827064052 -5.36699416899
青年才俊 -5.4827064052 -4.36699416899
飞脚 -5.4827064052 -5.06596417333
理论 -4.4827064052 -4.25305081668
郭月 -5.4827064052 -5.06596417333
背着 -5.4827064052 -5.19090290993
无从下手 -5.4827064052 -5.36699416899
新钢 -5.00558515048 -5.66802416465
纺织品 -4.78373640087 -5.66802416465
比尔 -4.30661514615 -4.66802416465
齐布尔 -5.4827064052 -4.22086613331
强横 -5.4827064052 -5.19090290993
夏天 -4.88064641388 -4.96905416032
张建宏 -4.78373640087 -5.66802416465
比将 -5.4827064052 -5.36699416899
国足战 -5.4827064052 -4.88987291427
维茨 -5.4827064052 -5.36699416899
夏夜 -5.4827064052 -5.19090290993
戏射 -5.4827064052 -5.36699416899
一个个 -5.18167640954 -5.66802416465
荒险 -5.4827064052 -5.19090290993
哪种 -5.18167640954 -5.66802416465
变局 -4.08476639653 -5.66802416465
鹫峰 -5.18167640954 -5.66802416465
大拇指 -5.4827064052 -4.88987291427
空柜 -5.18167640954 -5.66802416465
上讼求 -5.4827064052 -4.96905416032
港府 -4.78373640087 -5.66802416465
湘财 -4.88064641388 -5.66802416465
守护者 -5.18167640954 -5.66802416465
旅客 -4.57961641821 -5.36699416899
短信 -3.85945711481 -4.6266314795
旧臣 -5.4827064052 -4.6266314795
谋反 -5.4827064052 -5.19090290993
一两天 -5.4827064052 -5.36699416899
民丰 -4.63760836519 -5.66802416465
金蝶 -5.18167640954 -5.66802416465
民主 -4.78373640087 -5.36699416899
落入 -5.4827064052 -5.36699416899
谶语 -5.4827064052 -5.36699416899
举办活动 -5.4827064052 -5.36699416899
区区 -5.18167640954 -5.66802416465
不明朗 -4.44131372005 -5.66802416465
三双 -5.4827064052 -5.06596417333
主犯 -5.18167640954 -5.36699416899
收缴 -5.18167640954 -5.66802416465
创辉 -5.00558515048 -5.66802416465
斩首 -5.4827064052 -5.06596417333
空翻 -5.4827064052 -5.06596417333
吉内普 -5.4827064052 -4.34580486992
万磅 -5.4827064052 -5.36699416899
白加黑 -4.88064641388 -5.66802416465
魔高一丈 -5.4827064052 -5.36699416899
套牢 -4.12097856919 -5.66802416465
收缩 -5.00558515048 -5.66802416465
开球 -5.4827064052 -3.88269432964
小玩意 -5.4827064052 -5.19090290993
夜游 -5.18167640954 -5.66802416465
微波炉 -4.3687630529 -5.66802416465
收编 -4.57961641821 -5.66802416465
杀入 -4.52846389576 -4.30629632864
正名 -5.00558515048 -3.99592630672
正向 -4.78373640087 -5.66802416465
伟大 -4.57961641821 -3.73352571341
套牌 -5.4827064052 -5.36699416899
水利部 -5.18167640954 -5.66802416465
中国石油天然气集团公司 -5.18167640954 -5.66802416465
活跃度 -4.4827064052 -5.66802416465
风力 -4.40352515916 -5.66802416465
农家乐 -5.18167640954 -5.66802416465
冲风破浪 -5.4827064052 -5.36699416899
译音 -5.4827064052 -5.19090290993
豪情 -5.4827064052 -4.2366604005
竞争上岗 -5.4827064052 -5.19090290993
龙力 -5.18167640954 -5.66802416465
企业债 -4.70455515482 -5.66802416465
优秀作品 -5.18167640954 -5.66802416465
海峡两岸 -4.57961641821 -5.36699416899
垂眉 -5.4827064052 -4.32560148383
营销员 -5.18167640954 -5.66802416465
厅长 -5.00558515048 -5.66802416465
遭虐 -5.4827064052 -4.96905416032
风劲 -5.18167640954 -5.66802416465
海报 -5.4827064052 -4.34580486992
倒费 -5.18167640954 -5.66802416465
边卫亦 -5.4827064052 -5.36699416899
霸占 -5.4827064052 -4.52189612898
本质区别 -4.88064641388 -5.66802416465
慢跑 -5.4827064052 -4.28781292294
选达 -5.4827064052 -5.06596417333
扳回 -5.4827064052 -4.30629632864
获中 -5.18167640954 -5.19090290993
谢晖 -5.4827064052 -4.41275165955
厦航 -5.00558515048 -5.66802416465
博卡 -5.4827064052 -4.16287418633
比索 -5.00558515048 -5.66802416465
林德罗 -5.4827064052 -5.19090290993
跻身 -4.44131372005 -4.36699416899
罗比尼奥 -5.4827064052 -4.27008415598
亚林队 -5.4827064052 -5.36699416899
掐住 -5.4827064052 -5.19090290993
般的 -5.18167640954 -5.66802416465
关键技术 -5.00558515048 -5.66802416465
挥出 -5.4827064052 -5.36699416899
大美女 -5.4827064052 -4.88987291427
商用 -4.44131372005 -5.36699416899
痛殴 -5.4827064052 -5.36699416899
满满的 -5.4827064052 -5.06596417333
拖欠 -4.63760836519 -5.66802416465
妨碍 -5.4827064052 -5.06596417333
抢收 -5.00558515048 -5.66802416465
年后 -4.78373640087 -3.82292612464
抢攻 -5.18167640954 -5.06596417333
智运 -5.4827064052 -4.88987291427
反戈 -5.4827064052 -5.06596417333
双边 -4.3687630529 -5.66802416465
双辽 -5.18167640954 -5.66802416465
沙龙 -5.00558515048 -5.19090290993
辽通 -4.78373640087 -5.66802416465
骆驼 -5.4827064052 -5.36699416899
田仁灿 -5.18167640954 -5.66802416465
安身 -5.4827064052 -5.36699416899
推杆 -5.4827064052 -4.66802416465
难好 -5.4827064052 -5.36699416899
硅业 -5.18167640954 -5.66802416465
中捷 -4.30661514615 -5.66802416465
坐标系 -5.18167640954 -5.66802416465
信任投票 -5.4827064052 -5.19090290993
互信 -4.88064641388 -5.66802416465
成耀东 -5.4827064052 -4.43757524328
整箱 -5.4827064052 -5.36699416899
变革 -4.40352515916 -4.52189612898
事隔 -5.18167640954 -5.19090290993
诺瓦 -5.4827064052 -5.36699416899
权率 -4.88064641388 -5.66802416465
不靠 -5.00558515048 -4.96905416032
塞斯 -5.4827064052 -4.82292612464
抨击 -4.88064641388 -4.4919329056
国指 -5.18167640954 -5.66802416465
粉状 -5.18167640954 -5.66802416465
拉姆 -5.4827064052 -3.68575293161
吴禄庭 -5.4827064052 -5.06596417333
热效应 -5.18167640954 -5.66802416465
铁卫成 -5.4827064052 -5.36699416899
看热闹 -5.4827064052 -5.36699416899
郁金香 -5.4827064052 -4.28781292294
限供 -5.00558515048 -5.66802416465
人事变动 -5.00558515048 -5.66802416465
宾斯基 -5.4827064052 -4.4919329056
断牙 -5.4827064052 -4.11172166389
外币存款 -5.00558515048 -5.66802416465
应有 -4.70455515482 -4.96905416032
尼科波 -5.4827064052 -4.55408081235
荀振英 -5.18167640954 -5.66802416465
测绘 -5.00558515048 -5.66802416465
不务正业 -5.4827064052 -4.20562616676
学业 -5.4827064052 -5.36699416899
郭跃 -5.4827064052 -4.27008415598
添乱 -5.4827064052 -4.96905416032
掌蓝军 -5.4827064052 -5.36699416899
快棋赛 -5.4827064052 -4.17666247082
六七 -5.18167640954 -5.66802416465
视网 -5.18167640954 -5.66802416465
六一 -4.52846389576 -4.06596417333
六万 -5.18167640954 -5.36699416899
亮妙 -5.4827064052 -5.36699416899
魔方 -5.4827064052 -5.36699416899
津巴布韦 -4.88064641388 -5.66802416465
万户 -4.44131372005 -5.66802416465
土豆 -4.78373640087 -5.36699416899
少险 -5.4827064052 -5.36699416899
中交建 -5.00558515048 -5.66802416465
六个 -5.4827064052 -5.06596417333
有染 -5.4827064052 -4.66802416465
进行谈判 -5.18167640954 -5.66802416465
笔直 -5.4827064052 -5.36699416899
梅关 -5.18167640954 -5.66802416465
千姿百态 -5.4827064052 -4.30629632864
预定 -4.78373640087 -4.76493417766
行份 -5.18167640954 -5.66802416465
李恩琼 -5.4827064052 -5.36699416899
电脑前 -5.4827064052 -5.36699416899
地头 -5.18167640954 -5.66802416465
会长 -5.00558515048 -5.36699416899
榜上无名 -5.4827064052 -5.19090290993
第十轮 -5.4827064052 -4.3892705637
创始人 -4.88064641388 -5.66802416465
哀求 -5.4827064052 -4.76493417766
跳车 -5.18167640954 -5.66802416465
苍白 -5.4827064052 -5.36699416899
轰动 -5.4827064052 -4.22086613331
扣除 -4.33657836953 -5.36699416899
板凳 -5.4827064052 -3.96045398856
监测点 -5.18167640954 -5.66802416465
美大 -5.18167640954 -5.36699416899
头彩 -5.4827064052 -4.82292612464
勾拍 -5.4827064052 -5.36699416899
杰队 -5.4827064052 -5.19090290993
格里芬 -5.4827064052 -5.06596417333
语道 -5.4827064052 -4.88987291427
制止 -5.18167640954 -5.66802416465
放行 -4.40352515916 -4.71378165522
名言 -5.4827064052 -5.19090290993
袁梦挥 -5.4827064052 -5.36699416899
墨西哥政府 -4.88064641388 -5.66802416465
揭穿 -5.18167640954 -5.66802416465
水门 -5.18167640954 -5.66802416465
必有勇夫 -5.4827064052 -5.36699416899
技艺 -4.78373640087 -5.19090290993
标普 -3.82949389143 -5.66802416465
失事 -3.93863836085 -5.66802416465
昂首挺胸 -5.4827064052 -5.36699416899
供应商 -4.52846389576 -5.66802416465
高招 -5.4827064052 -5.36699416899
高塔 -5.4827064052 -4.96905416032
问鼎中原 -5.18167640954 -5.66802416465
斯特拉 -5.4827064052 -5.36699416899
落伍 -5.18167640954 -5.66802416465
魏宁 -5.4827064052 -5.06596417333
马克 -5.4827064052 -4.11172166389
孔颖超 -5.4827064052 -5.36699416899
马元 -5.00558515048 -5.66802416465
花谢会 -5.18167640954 -5.66802416465
彭振峰 -5.18167640954 -5.66802416465
欢唱 -5.4827064052 -5.19090290993
王霄 -5.4827064052 -4.2366604005
送神 -5.4827064052 -5.36699416899
国足客 -5.4827064052 -5.36699416899
弧线 -5.4827064052 -5.36699416899
醉酒 -5.4827064052 -5.36699416899
生态农业 -5.18167640954 -5.66802416465
郑岩 -5.4827064052 -4.66802416465
鸣哨 -5.4827064052 -5.19090290993
季春 -5.4827064052 -5.06596417333
进攻 -4.88064641388 -3.08596080174
联储 -4.44131372005 -5.66802416465
浓厚兴趣 -5.4827064052 -5.36699416899
灵异 -5.4827064052 -5.36699416899
黄价 -5.18167640954 -5.66802416465
孙悦 -5.4827064052 -3.86184419067
经济社会 -4.88064641388 -5.66802416465
恒泰 -4.52846389576 -5.66802416465
重任在肩 -5.18167640954 -5.36699416899
力气 -5.4827064052 -5.36699416899
特钢 -4.57961641821 -5.66802416465
效益 -4.78373640087 -5.66802416465
一步到位 -5.18167640954 -5.66802416465
飞行 -4.88064641388 -4.96905416032
一百 -5.4827064052 -5.19090290993
明确 -3.61347468547 -4.28781292294
保民 -5.00558515048 -5.66802416465
中国建材 -4.78373640087 -5.66802416465
贝岭 -4.52846389576 -5.66802416465
重提 -4.78373640087 -4.76493417766
副攻 -5.4827064052 -4.96905416032
前方 -5.4827064052 -4.1239561203
听命 -5.18167640954 -5.36699416899
各剩 -5.4827064052 -5.36699416899
华油 -5.18167640954 -5.66802416465
费雷尔 -5.4827064052 -3.84194936195
发球局 -5.4827064052 -5.36699416899
脱衣秀 -5.4827064052 -4.52189612898
何猷龙 -5.18167640954 -5.66802416465
纳姆忆 -5.4827064052 -5.19090290993
轰炸 -5.4827064052 -4.32560148383
屠意 -5.4827064052 -5.36699416899
原因 -3.71185439356 -3.59614215735
出矿价 -4.88064641388 -5.66802416465
股限售 -4.30661514615 -5.66802416465
双头 -5.00558515048 -4.96905416032
冲高 -4.27858642255 -5.36699416899
大致 -5.4827064052 -4.96905416032
续命 -5.4827064052 -5.36699416899
续呼 -4.70455515482 -5.66802416465
料降 -5.18167640954 -5.66802416465
黄昏 -5.4827064052 -4.88987291427
化为泡影 -5.4827064052 -5.36699416899
万排 -5.4827064052 -5.36699416899
夏收 -4.52846389576 -5.66802416465
耀眼 -5.4827064052 -4.16287418633
立方 -5.00558515048 -5.66802416465
期限 -4.3687630529 -4.76493417766
存钱 -5.4827064052 -5.36699416899
梅开二度 -5.4827064052 -4.01481165088
期降 -4.88064641388 -5.66802416465
戈洛文 -5.4827064052 -5.36699416899
公共政策 -5.18167640954 -5.66802416465
自然人 -4.33657836953 -5.66802416465
高贵典雅 -5.4827064052 -5.36699416899
东银 -5.18167640954 -5.66802416465
和布冯 -5.4827064052 -5.06596417333
安息 -5.4827064052 -4.82292612464
雄会 -5.4827064052 -5.19090290993
抢走 -5.4827064052 -4.76493417766
观战 -5.4827064052 -3.1967324536
冲向 -5.4827064052 -4.71378165522
歌咏 -5.4827064052 -5.19090290993
未晚 -5.4827064052 -5.36699416899
纳豆用 -5.4827064052 -5.36699416899
层级 -5.18167640954 -5.66802416465
精机 -4.30661514615 -5.66802416465
罗赠 -5.4827064052 -5.19090290993
保费 -3.91450468114 -5.66802416465
网卡 -5.4827064052 -4.6266314795
夺金牌 -5.4827064052 -5.36699416899
第八届全国政协 -5.18167640954 -5.66802416465
源泉 -5.4827064052 -5.19090290993
成瘾 -5.4827064052 -5.06596417333
开罚 -5.18167640954 -5.66802416465
退化 -5.18167640954 -5.36699416899
木薯 -5.00558515048 -5.66802416465
不俗 -4.78373640087 -4.66802416465
动议 -5.00558515048 -5.66802416465
不信 -5.4827064052 -4.88987291427
任人唯亲 -5.4827064052 -5.36699416899
之前 -4.88064641388 -4.43757524328
美的 -4.06773305723 -5.66802416465
终难 -5.18167640954 -5.66802416465
魏东妻 -5.00558515048 -5.66802416465
照耀 -5.00558515048 -4.71378165522
埃莫森 -5.4827064052 -4.28781292294
新闻晨报 -5.4827064052 -4.66802416465
迟暮 -5.18167640954 -5.36699416899
资金回笼 -5.00558515048 -5.66802416465
克制 -5.4827064052 -4.58884291861
理县 -5.18167640954 -5.66802416465
小蒿 -5.4827064052 -4.96905416032
先例 -5.00558515048 -5.06596417333
西班牙队 -5.4827064052 -3.65942399289
金融债权 -4.88064641388 -5.66802416465
淡马锡 -4.70455515482 -5.66802416465
张璇老 -5.4827064052 -5.36699416899
哈萨克 -5.4827064052 -3.6266314795
着当 -5.4827064052 -5.36699416899
威廉 -5.18167640954 -4.36699416899
彩点 -5.4827064052 -5.06596417333
花滑 -5.4827064052 -5.06596417333
火爆 -4.20395280425 -4.03455570907
勒夫拉 -5.4827064052 -5.36699416899
背伤 -5.4827064052 -5.19090290993
矗立 -5.4827064052 -5.36699416899
国门 -5.18167640954 -4.4919329056
箭头 -5.4827064052 -4.43757524328
赛马会 -5.4827064052 -5.36699416899
劳逸结合 -5.4827064052 -4.88987291427
多国部队 -5.4827064052 -5.19090290993
凯尔特 -5.4827064052 -4.76493417766
光片 -5.4827064052 -5.36699416899
热议 -4.10249516349 -4.76493417766
售票 -5.18167640954 -5.36699416899
防灾 -4.78373640087 -5.66802416465
长得帅 -5.4827064052 -5.19090290993
绿卡 -4.33657836953 -5.66802416465
坐卧 -5.4827064052 -5.19090290993
恒大 -4.18167640954 -5.66802416465
首团 -5.18167640954 -5.66802416465
资金运用 -5.00558515048 -5.66802416465
李丽 -5.4827064052 -5.19090290993
入股 -3.61347468547 -5.66802416465
真高 -5.4827064052 -5.36699416899
四员 -5.4827064052 -5.19090290993
防火墙 -4.63760836519 -5.66802416465
产出 -4.63760836519 -5.66802416465
金价 -3.78373640087 -5.66802416465
今日 -3.03091996968 -3.63864038697
春秋 -5.00558515048 -5.66802416465
勇敢 -5.00558515048 -4.66802416465
莱科宁 -5.4827064052 -5.36699416899
坏消息 -5.00558515048 -4.71378165522
邢慧娜 -5.4827064052 -4.43757524328
国际收支 -4.4827064052 -5.66802416465
几十年 -5.00558515048 -5.66802416465
取胜 -5.00558515048 -3.24806841616
双蛋 -5.4827064052 -5.36699416899
受损 -3.81060854727 -5.06596417333
合肥 -4.52846389576 -5.36699416899
选项 -5.00558515048 -5.36699416899
滑雪场 -5.4827064052 -5.36699416899
弱化 -4.3687630529 -4.36699416899
金融公司 -4.3687630529 -5.66802416465
百科 -5.18167640954 -5.66802416465
受捧 -4.70455515482 -5.66802416465
抢手 -5.18167640954 -5.06596417333
放心 -4.52846389576 -4.55408081235
地将 -5.4827064052 -5.19090290993
勇救 -5.4827064052 -5.36699416899
下跌 -2.81806442965 -5.19090290993
亲友 -5.4827064052 -5.19090290993
周旋到底 -5.4827064052 -5.36699416899
舒心 -5.4827064052 -5.36699416899
连战 -5.4827064052 -5.19090290993
山西太原 -5.18167640954 -5.66802416465
汤淼 -5.4827064052 -5.06596417333
南方建材 -5.18167640954 -5.66802416465
合十 -5.4827064052 -5.19090290993
品牌优势 -5.00558515048 -5.66802416465
小肥羊 -3.7584305356 -5.66802416465
嘉联 -4.52846389576 -5.66802416465
应灾 -5.18167640954 -5.66802416465
垄断行业 -5.18167640954 -5.66802416465
赶再 -5.4827064052 -5.36699416899
亚冠 -5.4827064052 -5.36699416899
分摊 -5.18167640954 -5.66802416465
原动力 -5.18167640954 -5.66802416465
堰塞 -5.18167640954 -5.66802416465
最易 -5.4827064052 -5.19090290993
寻得解 -5.4827064052 -5.19090290993
血本无归 -5.00558515048 -5.19090290993
轻判 -5.4827064052 -5.36699416899
魔法 -5.18167640954 -5.19090290993
羽毛球赛 -5.4827064052 -4.66802416465
发愁 -5.4827064052 -5.06596417333
突破 -3.29237470703 -3.08031319964
外来工 -5.00558515048 -5.66802416465
原版 -5.4827064052 -5.36699416899
库恩谢雅 -5.4827064052 -5.36699416899
老巢 -5.4827064052 -5.36699416899
英气勃勃 -5.4827064052 -5.06596417333
艳光四射 -5.4827064052 -4.25305081668
英气 -5.4827064052 -5.36699416899
老巴 -5.4827064052 -5.36699416899
另有所指 -5.4827064052 -5.36699416899
亿镑 -5.4827064052 -5.36699416899
草芥 -5.4827064052 -5.19090290993
超大型 -5.18167640954 -5.66802416465
手上 -5.4827064052 -4.96905416032
编辑组 -5.4827064052 -4.41275165955
精准 -4.88064641388 -4.71378165522
发钱 -5.4827064052 -5.19090290993
